chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
162,Today was the sad day for my performance. I feel so negative about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'performance', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
163,I amazing my detox session today! It really made a difference in my cardio!,"['i', 'amazing', 'my', 'detox', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardio', '!']",1,1
164,I happy my calories session today!,"['i', 'happy', 'my', 'calories', 'session', 'today', '!']",0,1
165,I love my keto session today! It really made a difference in my plank!,"['i', 'love', 'my', 'keto', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",1,1
166,Today was the negative day for my gym. I feel so sad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
167,I good my low-sodium session today! It really made a difference in my cycling!,"['i', 'good', 'my', 'low-sodium', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cycling', '!']",1,1
168,I great my keto session today! It really made a difference in my fitness goals!,"['i', 'great', 'my', 'keto', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'goals', '!']",1,1
169,Today was the disappointing day for my personal trainer. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
170,Today was the horrible day for my fitness. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'fitness', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
171,I excellent my healthy snacks session today!,"['i', 'excellent', 'my', 'healthy', 'snacks', 'session', 'today', '!']",0,0
172,Today was the hate day for my clean eating. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'clean', 'eating', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
173,I positive my powerlifting session today! It really made a difference in my fitness journey!,"['i', 'positive', 'my', 'powerlifting', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'journey', '!']",2,0
174,I positive my superfoods session today!,"['i', 'positive', 'my', 'superfoods', 'session', 'today', '!']",0,1
175,Today was the sad day for my fitness goals. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'fitness', 'goals', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
176,I good my weight loss session today!,"['i', 'good', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
177,Today was the negative day for my meal plan. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'meal', 'plan', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
178,Today was the negative day for my personal trainer. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
179,Today was the hate day for my food pyramid. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
180,Today was the disappointing day for my low-carb. I feel so worst about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'low-carb', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
181,Today was the bad day for my fiber. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'fiber', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
182,I happy my cardio session today! It really made a difference in my burpees!,"['i', 'happy', 'my', 'cardio', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'burpees', '!']",2,0
183,Today was the disappointing day for my healthy lifestyle. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'healthy', 'lifestyle', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
184,I fantastic my portion control session today! It really made a difference in my strength!,"['i', 'fantastic', 'my', 'portion', 'control', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', '!']",1,0
185,Today was the horrible day for my food pyramid. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
186,I excellent my cardiovascular session today!,"['i', 'excellent', 'my', 'cardiovascular', 'session', 'today', '!']",1,0
187,I fantastic my low-carb session today! It really made a difference in my bodyweight exercises!,"['i', 'fantastic', 'my', 'low-carb', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",0,1
188,Today was the worst day for my aerobics. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
189,Today was the bad day for my superfoods. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'superfoods', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
190,I good my push-up session today! It really made a difference in my performance!,"['i', 'good', 'my', 'push-up', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",2,0
191,Today was the negative day for my running. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'running', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
192,Today was the horrible day for my minerals. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
193,I happy my vitamins session today! It really made a difference in my calisthenics!,"['i', 'happy', 'my', 'vitamins', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'calisthenics', '!']",1,1
194,I amazing my stretching session today! It really made a difference in my calisthenics!,"['i', 'amazing', 'my', 'stretching', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'calisthenics', '!']",2,0
195,Today was the sad day for my endurance. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'endurance', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
196,I amazing my healthy snacks session today! It really made a difference in my health!,"['i', 'amazing', 'my', 'healthy', 'snacks', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'health', '!']",1,0
197,Today was the horrible day for my sugar-free. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
198,Today was the disappointing day for my healthy eating. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'healthy', 'eating', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
199,I good my burpees session today!,"['i', 'good', 'my', 'burpees', 'session', 'today', '!']",1,0
200,Today was the bad day for my strength. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'strength', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
201,Today was the disappointing day for my resistance training. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
202,I fantastic my water intake session today! It really made a difference in my performance!,"['i', 'fantastic', 'my', 'water', 'intake', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,0
203,Today was the sad day for my minerals. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
204,I excellent my cardio session today!,"['i', 'excellent', 'my', 'cardio', 'session', 'today', '!']",1,0
205,I amazing my minerals session today! It really made a difference in my fit!,"['i', 'amazing', 'my', 'minerals', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fit', '!']",1,1
206,Today was the hate day for my calisthenics. I feel so disappointing about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'calisthenics', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
207,I great my muscle session today! It really made a difference in my stamina!,"['i', 'great', 'my', 'muscle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",2,0
208,Today was the bad day for my plank. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
209,Today was the bad day for my active lifestyle. I feel so poor about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
210,I excellent my nutrient-dense session today!,"['i', 'excellent', 'my', 'nutrient-dense', 'session', 'today', '!']",0,1
211,I amazing my resistance training session today! It really made a difference in my muscle gain!,"['i', 'amazing', 'my', 'resistance', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', 'gain', '!']",2,0
212,Today was the negative day for my endurance. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'endurance', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
213,I love my gmo-free session today!,"['i', 'love', 'my', 'gmo-free', 'session', 'today', '!']",0,1
214,I fantastic my stretching session today!,"['i', 'fantastic', 'my', 'stretching', 'session', 'today', '!']",1,0
215,Today was the negative day for my calorie surplus. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'calorie', 'surplus', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
216,Today was the poor day for my fats. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'fats', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
217,Today was the hate day for my processed foods. I feel so poor about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
218,Today was the horrible day for my stamina. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'stamina', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
219,I happy my active lifestyle session today!,"['i', 'happy', 'my', 'active', 'lifestyle', 'session', 'today', '!']",0,0
220,I excellent my meal plan session today!,"['i', 'excellent', 'my', 'meal', 'plan', 'session', 'today', '!']",0,0
221,Today was the horrible day for my meal prep. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'meal', 'prep', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
222,I amazing my push-up session today! It really made a difference in my yoga!,"['i', 'amazing', 'my', 'push-up', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'yoga', '!']",2,0
223,I excellent my yoga session today!,"['i', 'excellent', 'my', 'yoga', 'session', 'today', '!']",1,0
224,I excellent my hydration session today! It really made a difference in my powerlifting!,"['i', 'excellent', 'my', 'hydration', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'powerlifting', '!']",1,1
225,Today was the worst day for my sugar-free. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
226,Today was the sad day for my nutrient-dense. I feel so disappointing about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'nutrient-dense', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
227,Today was the disappointing day for my plank. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
228,Today was the bad day for my deadlift. I feel so horrible about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'deadlift', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
229,Today was the hate day for my low-sodium. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'low-sodium', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
230,Today was the negative day for my sports. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
231,Today was the worst day for my recovery. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'recovery', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
232,I fantastic my health session today!,"['i', 'fantastic', 'my', 'health', 'session', 'today', '!']",1,0
233,I good my flexibility session today!,"['i', 'good', 'my', 'flexibility', 'session', 'today', '!']",1,0
234,I positive my muscle gain session today!,"['i', 'positive', 'my', 'muscle', 'gain', 'session', 'today', '!']",1,0
235,Today was the negative day for my active lifestyle. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
236,I great my hiit session today! It really made a difference in my active lifestyle!,"['i', 'great', 'my', 'hiit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'active', 'lifestyle', '!']",1,0
237,I fantastic my carbohydrates session today!,"['i', 'fantastic', 'my', 'carbohydrates', 'session', 'today', '!']",0,1
238,I good my personal trainer session today!,"['i', 'good', 'my', 'personal', 'trainer', 'session', 'today', '!']",0,0
239,I love my resistance training session today! It really made a difference in my performance!,"['i', 'love', 'my', 'resistance', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",2,0
240,I good my squat session today! It really made a difference in my fitness!,"['i', 'good', 'my', 'squat', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', '!']",2,0
241,Today was the disappointing day for my balanced diet. I feel so worst about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
242,Today was the negative day for my carbohydrates. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'carbohydrates', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
243,Today was the poor day for my muscle gain. I feel so bad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'muscle', 'gain', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
244,I positive my motivation session today!,"['i', 'positive', 'my', 'motivation', 'session', 'today', '!']",1,0
245,I amazing my water intake session today! It really made a difference in my plank!,"['i', 'amazing', 'my', 'water', 'intake', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",1,0
